FCID,ABAM_COV,ABGRC_COV,ABPRSH_COV,ACMA3_COV,ALRH2_COV,ALRU2_COV,CADE27_COV,CHCH7_COV,CHLA_COV,LIDE3_COV,NOTALY_COV,PIBR_COV,PICO_COV,PIJE_COV,PILA_COV,PIPO_COV,PISI_COV,PSME_COV,QUCH2_COV,QUGA4_COV,QUKE_COV,TABR2_COV,THPL_COV,TSHE_COV,UMCA_COV
53062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.308,0.0,52.7633,0.0,0.0,2.0,0.0,0.0,0.0,0.0
53063,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.4166,0.0,47.7954,10.0,3.0,5.0,0.0,0.0,0.0,0.0
53064,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.3363,1.0,0.0,0.0,0.0,0.0,0.0,0.0
53065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7606,0.0,0.0,63.2121,2.0,0.0,30.0,0.0,0.0,0.0,0.0
53066,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5163,0.0,0.0,57.2585,5.0,0.0,20.0,0.0,0.0,0.0,0.0
53067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,32.968,2.0,0.0,30.0,0.0,0.0,0.0,0.0
53068,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
53069,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,68.3363,3.0,0.0,17.0,0.0,0.0,0.0,0.0
53070,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.5163,0.0,0.0,59.343,15.0,0.0,0.0,0.0,0.0,0.0,0.0
53071,0.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,36.2372,2.0,0.0,0.0,0.0,0.0,0.0,0.0
53072,0.0,25.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7954,20.0,0.0,0.0,0.0,0.0,0.0,0.0
53073,0.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4166,0.0,0.0,32.968,50.0,0.0,0.0,0.0,0.0,0.0,0.0
53074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6884,3.9211,0.0,45.1188,0.0,0.0,20.0,0.0,0.0,0.0,0.0
53075,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1905,0.0,0.0,39.3469,50.0,0.0,1.0,0.0,0.0,0.0,0.0
53076,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,39.3469,1.0,0.0,5.0,0.0,0.0,0.0,0.0
53077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9182,60.0,0.0,0.0,0.0,0.0,0.0,0.0
53078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9292,28.1076,0.0,36.2372,0.0,0.0,20.0,0.0,0.0,0.0,0.0
53079,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1188,4.0,0.0,3.0,0.0,0.0,0.0,0.0
53080,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8235,0.0,42.305,15.0,0.0,2.0,0.0,0.0,0.0,1.0
53081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8235,0.0,0.0,27.3851,35.0,0.0,0.0,0.0,0.0,0.0,0.0
53082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.1905,0.0,47.7954,1.0,0.0,1.0,0.0,0.0,0.0,0.0
53083,0.0,0.0,0.0,1.0,0.0,0.0,5.8235,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3469,20.0,0.0,3.0,0.0,0.0,0.0,2.0
53084,0.0,0.0,0.0,0.0,0.0,0.0,25.1736,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,32.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53085,0.0,0.0,0.0,0.0,0.0,0.0,3.9211,0.0,0.0,50.0,0.0,0.0,0.0,0.0,18.1269,0.0,0.0,34.9491,0.0,5.0,0.0,0.0,0.0,0.0,0.0
53086,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.5163,0.0,0.0,39.3469,0.0,5.0,25.0,0.0,0.0,0.0,0.0
53087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.5163,0.0,0.0,50.3415,0.0,0.0,60.0,0.0,0.0,0.0,0.0
53088,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,45.1188,50.0,0.0,0.0,0.0,0.0,0.0,0.0
53089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0671,3.0,0.0,20.0,0.0,0.0,0.0,0.0
53090,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9182,60.0,0.0,0.0,0.0,0.0,0.0,0.0
53091,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.968,1.0,0.0,5.0,0.0,0.0,0.0,0.0
53092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5466,11.308,0.0,52.7633,1.0,0.0,25.0,0.0,0.0,0.0,0.0
53093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.6335,0.0,55.0671,1.0,0.0,5.0,0.0,0.0,0.0,0.0
53094,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9292,4.8771,0.0,47.7954,10.0,0.0,15.0,0.0,0.0,0.0,0.0
53095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,55.0671,25.0,0.0,3.0,0.0,0.0,0.0,0.0
53096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.308,8.6069,0.0,36.2372,5.0,0.0,3.0,0.0,0.0,0.0,0.0
53097,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5163,0.0,0.0,42.305,18.0,0.0,7.0,0.0,0.0,0.0,0.0
53098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,39.3469,50.0,0.0,5.0,0.0,0.0,0.0,1.0
53099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,68.9633,1.0,0.0,10.0,0.0,0.0,0.0,0.0
53100,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1199,40.0,0.0,10.0,0.0,0.0,0.0,0.0
53101,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.7954,3.0,0.0,5.0,0.0,0.0,0.0,0.0
53102,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,6.7606,1.0,0.0,45.1188,1.0,0.0,7.0,0.0,0.0,0.0,0.0
53103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,3.9211,0.0,0.0,32.968,20.0,0.0,0.0,0.0,0.0,0.0,0.0
53104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8716,80.0,0.0,5.0,0.0,0.0,0.0,0.0
53105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3469,50.0,0.0,0.0,0.0,0.0,0.0,0.0
53106,0.0,0.0,0.0,5.0,0.0,0.0,13.9292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.343,35.0,0.0,0.0,0.0,0.0,0.0,0.0
53107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.7954,20.0,0.0,0.0,0.0,0.0,0.0,0.0
53108,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0062,20.0,0.0,0.0,0.0,0.0,0.0,0.0
53109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.9416,0.0,66.7129,1.0,0.0,1.0,0.0,0.0,0.0,0.0
53110,0.0,20.0,0.0,20.0,2.0,0.0,5.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0
53111,0.0,1.0,0.0,7.0,0.0,0.0,27.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.308,10.4166,0.0,45.1188,0.0,0.0,5.0,0.0,0.0,0.0,0.0
53112,0.0,0.0,0.0,0.0,0.0,0.0,19.7481,6.0,5.0,75.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,32.968,10.0,0.0,2.0,1.0,0.0,0.0,0.0
53113,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,45.1188,10.0,0.0,0.0,0.0,0.0,0.0,0.0
53114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0642,0.0,0.0,36.2372,60.0,0.0,0.0,0.0,0.0,0.0,0.0
53115,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45.1188,0.0,0.0,15.6335,0.0,0.0,0.0,0.0
53116,0.0,0.0,0.0,0.0,0.0,0.0,47.7954,0.0,0.0,7.0,0.0,0.0,0.0,4.8771,5.0,0.0,0.0,18.1269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53117,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5312,0.0,0.0,46.2056,1.0,0.0,15.0,0.0,0.0,0.0,0.0
53118,0.0,0.0,0.0,0.0,0.0,0.0,25.9182,0.0,0.0,0.0,0.0,0.0,0.0,22.1199,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
53119,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,5.8235,13.9292,0.0,0.0,38.1217,1.0,0.0,27.0,0.0,0.0,0.0,1.0
53120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,45.1188,15.0,0.0,10.0,0.0,0.0,0.0,0.0
53121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,58.1048,30.0,0.0,0.0,0.0,0.0,0.0,0.0
53122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,27.3851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53123,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,13.0642,0.0,45.1188,7.0,0.0,0.0,0.0,0.0,0.0,0.0
53471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7374,0.0,0.0,0.0,0.0,0.0,2.0,3.0
53474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.8286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3372,0.0,0.0,0.0,0.0,0.0,0.0,3.0
53476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.9504,32.0,0.0,0.0,0.0,0.0,0.0,0.0
53478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.3383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53481,0.0,2.9554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.8356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5479,1.0,0.0,0.0,0.0,0.0,0.0,2.0
53482,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53484,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.8424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53486,0.0,0.0,0.0,3.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6069,0.0,0.0,0.0,0.0,0.0,31.6139,1.0
53487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3469,21.3372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3372,0.0,0.0,0.0,0.0,0.0,11.308,0.0
53488,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,13.9292
53489,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,61.3259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8948,0.0,0.0,0.0,0.0,0.0,2.0,2.0
53490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,47.2708,0.0,0.0,0.0,0.0,0.0,2.0,0.0
53491,0.0,4.0,0.0,0.0,0.0,13.9292,0.0,0.0,5.8235,4.8771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2953,0.0,1.0,0.0,0.0,0.0,4.0,3.0
53492,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,50.8356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,25.9182,0.0
53493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8235,36.2372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53494,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,36.8716,0.0
53495,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.9416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,22.8948,0.0
53496,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1736,0.0,0.0,0.0,0.0,0.0,44.5673,0.0
53497,0.0,0.0,0.0,0.0,0.0,17.3041,0.0,0.0,29.5312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
53498,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.5781,0.0
53499,0.0,0.0,0.0,0.0,0.0,6.7606,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2708,0.0,0.0,0.0,0.0,0.0,2.0,0.0
53567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,74.8421,0.0
53568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.3248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53570,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.3248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0671,2.0,1.0,0.0,0.0,0.0,0.0,10.4166
53571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,22.1199
53572,0.0,0.0,0.0,5.8235,0.0,0.0,0.0,0.0,0.0,58.5217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53574,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.823,0.0,0.0,0.0,0.0,0.0,1.0,3.0
53575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
53576,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7374,5.0,0.0,0.0,0.0,0.0,0.0,2.0
53577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.7633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.7374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.305,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
53580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,35.5964,0.0
53583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.3363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.343,0.0,0.0,0.0,0.0,0.0,7.0,0.0
53585,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,71.6346,0.0
53586,0.0,0.0,0.0,0.0,0.0,40.5479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,41.1395,0.0
53587,0.0,0.0,0.0,13.0642,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,60.9372,0.0
53588,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.5163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,3.9211,45.1188,0.0
53589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,10.4166,63.5781,0.0
53590,0.0,0.0,0.0,32.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,7.6884,5.8235,5.0
53591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,2.0,47.2708,0.0
53592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,2.9554,75.5857,0.0
53593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,2.0,56.8289,0.0
53594,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,2.0,4.0,27.0
53595,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,5.8235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1076,0.0,0.0,0.0,0.0,0.0,47.7954,2.0
53596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0671,0.0,0.0,0.0,0.0,0.0,3.0,1.0
53597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0671,0.0,0.0,0.0,0.0,0.0,5.8235,0.0
53598,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,28.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.9504,0.0,0.0,0.0,0.0,0.0,2.0,1.0
53599,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.2324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,12.1905,5.8235
53600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,31.6139,2.9554
53601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,63.2121,0.0
53602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,42.8791,0.0
53603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
53604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,62.0917,1.0
53605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,30.2324,1.0
53606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0
53607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,59.7476,0.0
53608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5466,0.0,0.0,0.0,0.0,0.0,69.8806,1.0
